dataset,test_fold,n_conv_layers,n_filters,kernel_size,n_dense_layers,n_neurons,n_cv,total_training_time_sec,total_best_val_loss_cv,mean_best_val_loss_cv
cancer,2,4,8,2,1,50,10,6144.447924613953,12.508597120197887,1.2508597120197888
cancer,2,8,2,2,2,10,10,5569.46465420723,13.079988055100014,1.3079988055100014
systematic,5,2,2,8,1,20,10,14311.625267505646,2.294976758088406,0.2294976758088406
cancer,1,2,8,4,1,50,10,3964.5507621765137,17.30619520050732,1.7306195200507322
systematic,3,4,2,2,2,50,10,26827.811811447144,2.2869553270264653,0.2286955327026465
systematic,6,2,4,8,1,10,10,11346.13691854477,2.4537192059725177,0.2453719205972517
systematic,2,8,2,8,2,10,10,29354.958145856857,1.1679887183480424,0.1167988718348042
detailed,5,4,2,2,1,20,10,24034.05753135681,3.495757987040677,0.3495757987040677
systematic,4,8,8,4,1,20,10,70620.37172698975,2.1309164811065653,0.2130916481106565
systematic,5,2,2,4,2,50,10,17153.635631084442,1.751729765343218,0.1751729765343218
systematic,3,8,2,4,2,10,10,27835.94846343994,1.645401808430278,0.1645401808430278
cancer,1,2,2,4,1,50,10,2426.355807542801,17.29224835485551,1.7292248354855508
systematic,4,4,4,8,2,50,10,19074.35811448097,2.92945454051681,0.292945454051681
detailed,4,4,2,2,1,10,10,28464.47958612442,3.3341188006225164,0.3334118800622516
systematic,1,8,2,4,2,20,10,22992.888011693954,1.1937738768184332,0.1193773876818433
cancer,1,4,8,2,2,20,10,5179.051659107208,18.1114135925518,1.81114135925518
systematic,5,4,2,4,1,20,10,15717.823440551758,2.0403813889980293,0.2040381388998029
detailed,1,4,2,2,2,10,10,30750.99493288994,2.591961242314201,0.2591961242314201
systematic,2,2,4,2,2,50,10,14788.85180568695,2.447616080432978,0.2447616080432978
detailed,3,4,4,2,2,50,10,30424.68852257729,3.205554679661441,0.3205554679661441
systematic,6,2,4,8,1,50,10,15352.56081223488,2.962993267409173,0.2962993267409172
detailed,6,2,2,8,2,20,10,20561.95208859444,3.4568758650530853,0.3456875865053085
systematic,1,4,4,8,2,10,10,17157.325080633163,2.401812046100392,0.2401812046100392
detailed,6,8,4,2,2,50,10,46116.08955144882,3.3170106389205865,0.3317010638920586
systematic,3,2,4,4,1,50,10,15645.819270849228,2.801336640364579,0.2801336640364579
cancer,2,4,8,4,2,20,10,5912.200595140457,13.006999841953766,1.3006999841953766
systematic,1,8,8,8,1,10,10,42108.367079257965,1.1665515790896164,0.1166551579089616
cancer,2,4,4,2,2,20,10,4295.085499048233,12.992200820300177,1.2992200820300177
systematic,3,8,4,4,1,10,10,29173.45653319359,1.2620957917765303,0.126209579177653
systematic,1,8,4,8,2,50,10,33224.9124982357,1.8708203383002928,0.1870820338300292
cancer,1,2,2,8,2,50,10,2280.280891418457,17.427027829958096,1.7427027829958095
systematic,6,4,2,4,2,10,10,20062.85938477516,1.9625214213825009,0.19625214213825
detailed,3,4,8,4,2,20,10,15527.850920200348,4.3443017053309685,0.4344301705330968
systematic,2,8,2,8,1,20,10,27623.60619711876,0.929857675593477,0.0929857675593477
cancer,1,2,8,8,1,10,10,4449.935863733292,15.766025583189304,1.5766025583189305
systematic,4,2,2,4,2,20,10,13896.48551917076,2.3862179719529304,0.238621797195293
detailed,3,8,8,2,1,10,10,40697.02516961098,4.003053597798563,0.4003053597798563
systematic,5,8,2,8,2,10,10,30495.36287522316,1.3713029240893695,0.1371302924089369
systematic,1,8,2,4,2,50,10,38141.144686460495,1.287959281524435,0.1287959281524435
detailed,2,2,8,4,2,50,10,17278.739021778107,4.097657913828278,0.4097657913828277
systematic,6,8,2,4,2,50,10,35920.95317411423,1.3078719768422615,0.1307871976842261
systematic,5,8,8,4,2,50,10,52010.922666072845,1.935362970650443,0.1935362970650443
detailed,5,4,8,2,1,10,10,25876.79189896584,3.2566529316306734,0.3256652931630673
systematic,5,8,8,2,2,50,10,73369.98321151733,1.5679308657393325,0.1567930865739332
detailed,4,2,8,8,1,20,10,21827.114659309387,3.888368060229944,0.3888368060229943
detailed,1,8,8,2,1,10,10,32966.28903675079,4.049761302532218,0.4049761302532218
detailed,3,4,8,2,1,10,10,32261.33145570755,3.615449507825841,0.3615449507825841
detailed,2,8,4,2,1,50,10,45139.44959306717,2.857119930959513,0.2857119930959513
detailed,4,2,8,2,2,10,10,25390.638581752777,3.4192545388084583,0.3419254538808458
cancer,1,4,8,8,1,50,10,5899.801725625992,17.419268201957923,1.7419268201957925
systematic,2,4,2,4,1,20,10,18621.120260953903,2.063675358365801,0.2063675358365801
detailed,3,2,4,2,1,10,10,21064.44055485725,3.059995292898524,0.3059995292898524
detailed,4,2,8,8,2,20,10,17994.42748951912,4.330763497413724,0.4330763497413724
systematic,5,2,2,4,1,50,10,16113.781726121902,2.228418784601867,0.2228418784601867
cancer,2,4,8,2,2,50,10,6546.359388828278,13.082289969449697,1.3082289969449694
detailed,6,2,2,2,2,20,10,21567.70583462715,3.190896885552424,0.3190896885552423
detailed,5,4,4,4,1,20,10,20982.920214891437,3.5622889237958977,0.3562288923795897
detailed,1,4,2,4,2,10,10,34089.918681144714,3.065507417993733,0.3065507417993733
systematic,3,2,2,8,2,10,10,12457.150879383087,2.2795221871664726,0.2279522187166472
systematic,3,2,8,2,1,20,10,18232.432954072952,2.132654117448272,0.2132654117448272
detailed,3,8,8,4,2,50,10,63453.68275165558,3.617023389316598,0.3617023389316598
systematic,3,2,4,8,1,10,10,13061.027957201004,2.6168823110372244,0.2616882311037224
detailed,5,2,4,8,1,10,10,17190.388588905334,3.2551405467780588,0.3255140546778058
systematic,2,8,4,8,2,10,10,31795.473019599915,1.4950378904262838,0.1495037890426283
systematic,5,8,4,4,2,20,10,30354.08596420288,1.4770548325657886,0.1477054832565788
detailed,1,2,2,8,2,20,10,15472.313992500303,3.186368514282837,0.3186368514282837
systematic,1,2,4,8,1,50,10,13401.77478671074,2.837753728606022,0.2837753728606021
detailed,2,2,2,4,2,20,10,22627.29317355156,2.848301936004617,0.2848301936004617
detailed,5,2,8,2,1,50,10,22955.287511587143,3.4610775923895143,0.3461077592389514
systematic,4,2,8,2,2,20,10,20664.848102092743,1.7206935979380125,0.1720693597938012
detailed,3,8,2,2,1,10,10,30383.11699938774,2.9472419002464485,0.2947241900246448
systematic,2,4,4,2,2,20,10,18493.410135507584,2.2251632833903083,0.2225163283390308
systematic,2,8,4,8,2,50,10,33068.68448781967,1.5255508283042292,0.1525550828304229
detailed,5,2,4,2,1,20,10,23368.10631537437,3.01343658953497,0.301343658953497
systematic,5,8,8,4,1,50,10,50274.534893512726,1.767487741337127,0.1767487741337127
systematic,5,4,8,4,2,10,10,24606.09709310532,2.3576831933819573,0.2357683193381957
systematic,1,4,8,8,2,20,10,23146.266998767853,2.670960644053693,0.2670960644053693
systematic,4,2,8,4,2,50,10,17067.40554499626,2.677440911352269,0.2677440911352269
detailed,1,2,4,4,2,20,10,22083.401218891144,3.3455739528092074,0.3345573952809207
detailed,5,4,8,2,2,20,10,29802.803320884705,3.486680451792181,0.3486680451792181
systematic,6,4,2,4,2,50,10,23073.398097991943,1.987947722193243,0.1987947722193243
systematic,5,2,8,4,2,20,10,16278.062202692032,2.609995427490757,0.2609995427490758
systematic,4,8,2,4,2,20,10,31595.20295572281,1.3283859817956636,0.1328385981795663
systematic,2,2,4,4,2,50,10,17523.689899683,2.4739550633167564,0.2473955063316756
systematic,2,8,2,2,2,50,10,53015.2358481884,1.4317748219976438,0.1431774821997644
systematic,6,8,8,8,1,50,10,52147.12616872788,2.0676137865529656,0.2067613786552965
detailed,3,4,4,2,1,20,10,27514.68786907196,2.9754040720075223,0.2975404072007522
systematic,2,4,8,4,1,10,10,22023.688457489014,2.243677339729694,0.2243677339729694
systematic,1,2,8,4,2,50,10,15672.512073278427,3.035628396569889,0.3035628396569889
systematic,3,2,4,2,1,20,10,14998.999275684357,2.2028696499465803,0.220286964994658
cancer,1,4,2,4,2,20,10,3542.320482730865,15.39191668380462,1.539191668380462
detailed,6,2,4,2,1,20,10,19410.90868115425,3.1624098754840477,0.3162409875484047
detailed,6,4,8,4,2,50,10,25820.2670545578,4.37827736354307,0.437827736354307
systematic,6,8,2,4,1,10,10,20580.77709174156,1.015873266723255,0.1015873266723255
systematic,2,8,4,8,2,20,10,33658.835542440414,1.2974788661570749,0.1297478866157075
systematic,2,4,2,2,2,50,10,28827.94166278839,1.929561815142676,0.1929561815142675
detailed,4,4,4,2,1,20,10,21770.227162837986,3.071263389459977,0.3071263389459976
detailed,1,2,4,4,2,50,10,15715.378816366196,3.83857537482726,0.3838575374827259
systematic,2,8,2,2,2,20,10,49330.90461730957,1.4751797957878114,0.1475179795787811
detailed,1,2,4,4,2,10,10,19702.39917612076,3.417395602277886,0.3417395602277886
systematic,1,4,4,2,1,20,10,13200.40380859375,2.2082210143193297,0.2208221014319329
detailed,3,2,2,2,2,20,10,19853.935344457623,3.240616519737024,0.3240616519737023
systematic,4,4,8,4,2,10,10,26481.06119513512,2.2547261241532057,0.2254726124153205
detailed,1,8,4,2,2,50,10,53952.81834340096,2.9296131416383626,0.2929613141638362
cancer,2,8,4,4,2,10,10,6899.543683767319,13.1608667793042,1.31608667793042
detailed,5,4,2,2,2,10,10,29450.510537862778,2.8047423594311742,0.2804742359431174
detailed,5,2,4,2,2,50,10,20413.419798612595,3.5353332165819085,0.3535333216581908
detailed,1,2,8,8,2,10,10,17920.131945848465,3.79973388213798,0.379973388213798
systematic,2,2,8,8,2,50,10,13537.661716222765,3.4050198464334924,0.3405019846433492
systematic,4,2,2,2,2,10,10,18826.30854821205,1.5833961393449436,0.1583396139344943
systematic,6,2,8,2,2,20,10,18528.114892721176,2.323412326054583,0.2323412326054583
systematic,4,2,8,2,1,50,10,21641.8462035656,1.7548159118316118,0.1754815911831611
cancer,2,4,8,4,1,20,10,6107.098490476608,12.397182694398438,1.239718269439844
systematic,3,8,4,4,2,50,10,31305.26561284065,1.4110157847715583,0.1411015784771558
cancer,2,8,8,4,2,50,10,12261.355263233185,12.57633222412556,1.257633222412556
detailed,3,8,4,4,1,10,10,36769.212574243546,3.0909692658081984,0.3090969265808198
detailed,2,8,4,2,2,20,10,49174.7507724762,2.80224725307777,0.280224725307777
systematic,5,2,8,4,1,10,10,16633.664479255676,2.075151791923897,0.2075151791923897
systematic,1,8,8,4,1,20,10,46419.46949124336,1.690814607131319,0.1690814607131319
cancer,1,2,8,8,2,50,10,3788.702754735946,17.425300085297458,1.7425300085297457
systematic,2,4,2,8,2,10,10,17561.361889839172,2.143453608490492,0.2143453608490491
cancer,1,8,4,2,1,10,10,6948.911327600479,17.15486533595976,1.715486533595976
cancer,1,8,4,2,2,10,10,7765.838296175003,15.188793965801564,1.5188793965801564
systematic,6,8,2,4,1,50,10,28566.63526415825,1.2955340741832202,0.129553407418322
detailed,2,2,4,4,1,50,10,18677.137707710262,3.4344789897711463,0.3434478989771146
cancer,2,2,4,8,2,10,10,3540.6978805065155,12.824424346169346,1.2824424346169343
cancer,1,2,2,8,2,20,10,2104.8667426109314,16.519605998450757,1.6519605998450757
detailed,3,4,2,4,2,50,10,23836.059088230133,3.2537667441008145,0.3253766744100814
systematic,6,4,8,4,1,10,10,21216.818506479263,2.200469349595665,0.2200469349595664
systematic,4,4,2,8,2,50,10,18776.151798725128,2.21233311924701,0.221233311924701
detailed,4,2,2,8,2,50,10,12672.794341802595,3.5616555674610493,0.3561655567461049
detailed,2,2,2,8,1,10,10,15214.193986654282,2.9226942575157087,0.2922694257515709
cancer,2,8,2,2,1,10,10,6164.639362812042,13.017337774061684,1.3017337774061684
detailed,6,2,2,8,1,20,10,21041.649876117703,3.6321694530112714,0.363216945301127
detailed,4,2,4,8,1,50,10,12990.5204102993,4.506504351448657,0.4506504351448657
systematic,1,8,8,8,1,20,10,43668.48005819321,1.4116921083364988,0.1411692108336499
systematic,6,8,2,2,1,10,10,47601.73895955086,1.0923463561475684,0.1092346356147568
systematic,6,8,2,2,2,20,10,48736.073605537415,1.646924082683925,0.1646924082683925
systematic,5,8,2,4,1,20,10,22545.47304916382,1.245401489026582,0.1245401489026582
systematic,5,8,8,4,1,10,10,37146.613674879074,1.8786833434748924,0.1878683343474892
systematic,5,2,8,2,2,50,10,20492.22659945488,2.3419801290669024,0.2341980129066902
detailed,3,4,4,4,1,20,10,22346.00898075104,3.716249469781833,0.3716249469781832
detailed,2,2,8,2,2,50,10,20695.7260761261,3.484039537903576,0.3484039537903575
cancer,2,8,8,4,2,20,10,12581.7104511261,12.919909643324557,1.2919909643324554
detailed,3,2,8,4,1,10,10,19297.83597970009,3.5377532047149884,0.3537753204714988
cancer,2,4,4,8,2,20,10,4792.609356403351,13.374005338480034,1.3374005338480033
systematic,2,4,4,4,1,20,10,17790.04021501541,2.26533716515534,0.2265337165155339
systematic,4,2,2,4,1,20,10,15196.236770153046,2.028466675063048,0.2028466675063047
systematic,1,8,4,4,1,20,10,32916.15522623062,1.6480645319517606,0.164806453195176
systematic,2,4,8,8,1,50,10,20455.18261432648,3.0468669308049883,0.3046866930804988
systematic,5,4,4,8,1,10,10,19498.50378727913,2.329504146242298,0.2329504146242297
systematic,1,8,2,2,1,20,10,29858.32012319565,1.4730900949646952,0.1473090094964695
systematic,4,8,2,8,2,20,10,32581.17311692238,1.0747093479259464,0.1074709347925946
systematic,5,4,2,8,1,10,10,15170.837384462357,1.5186219713813098,0.1518621971381309
systematic,4,2,2,2,1,50,10,13217.951637029648,2.425101324629265,0.2425101324629265
systematic,4,4,8,2,1,20,10,26136.87936115265,1.60507712997483,0.1605077129974829
systematic,5,8,2,2,1,10,10,37231.64926147461,1.6254885283363152,0.1625488528336315
systematic,6,4,2,2,1,50,10,27456.88629317284,2.423125918775732,0.2423125918775732
systematic,1,2,8,8,2,50,10,13719.950495958328,3.231104260401397,0.3231104260401397
detailed,3,2,4,4,1,20,10,20392.89939212799,3.136295703539504,0.3136295703539504
systematic,6,4,8,2,1,50,10,20918.32648253441,2.5007576258952717,0.2500757625895271
systematic,4,4,8,4,1,50,10,23589.27380394936,2.6214889486145463,0.2621488948614546
systematic,1,2,4,8,2,50,10,15128.36332845688,2.809886949639732,0.2809886949639731
detailed,3,8,4,2,2,20,10,57537.88099145889,3.0985056513954268,0.3098505651395427
systematic,6,2,2,8,2,20,10,12138.945655107498,2.478513892208415,0.2478513892208415
systematic,6,4,8,4,2,50,10,25523.583305597305,2.8744091242350494,0.2874409124235049
detailed,5,2,2,2,1,10,10,25824.56701517105,2.7404791448659065,0.2740479144865906
systematic,4,4,2,4,2,10,10,21881.711350917816,1.726023085288918,0.1726023085288918
detailed,2,4,4,4,1,20,10,23459.87949252129,3.4903113995790798,0.3490311399579079
detailed,2,2,2,2,2,10,10,21752.744648694992,3.3046928511757336,0.3304692851175733
systematic,4,2,8,2,2,50,10,26355.0517616272,2.2092752985307955,0.2209275298530795
systematic,4,2,8,2,1,10,10,15886.251737594604,1.4068129358457688,0.1406812935845768
detailed,6,8,8,2,2,20,10,47769.80486822128,3.628681677946753,0.3628681677946753
systematic,6,4,8,2,1,10,10,32853.89957737923,1.9483103434185451,0.1948310343418545
systematic,5,8,2,2,1,20,10,22430.78326368332,1.4437530207195075,0.1443753020719507
systematic,2,2,4,2,1,50,10,16153.389790534971,2.14119939848423,0.2141199398484229
detailed,3,2,4,2,2,20,10,20867.51547074318,3.2324236255486447,0.3232423625548645
cancer,2,2,2,4,1,50,10,2299.269877433777,15.507287722247296,1.5507287722247296
systematic,6,2,8,2,2,50,10,18229.88453054428,2.775127431001833,0.2775127431001832
detailed,6,4,2,2,1,10,10,27828.17572546005,3.4091340759509583,0.3409134075950958
systematic,6,2,4,8,1,20,10,12190.902259111404,2.5046037788450453,0.2504603778845045
cancer,1,2,8,2,1,50,10,3415.626866102218,15.773094335373896,1.5773094335373896
systematic,2,8,8,2,1,10,10,31051.543672800064,1.8728747733460025,0.1872874773346002
systematic,6,4,4,4,1,10,10,19046.50636267662,1.990787910106424,0.1990787910106424
detailed,5,2,2,8,1,50,10,16665.59309911728,4.156964212979534,0.4156964212979533
cancer,2,8,4,2,2,10,10,8748.558396577835,12.651648108134898,1.26516481081349
systematic,3,4,2,8,2,10,10,16644.118548870087,2.4130132506284263,0.2413013250628426
detailed,6,4,2,2,1,50,10,27787.62678265572,3.560627835638755,0.3560627835638755
systematic,3,8,8,4,2,20,10,55663.71614599228,2.1010295096341576,0.2101029509634157
detailed,3,8,8,4,1,20,10,53376.40020537376,3.65691238418468,0.365691238418468
detailed,5,4,4,4,2,50,10,27295.31582474709,3.7487761058975866,0.3748776105897586
systematic,6,4,2,8,1,20,10,22911.07835006714,2.3833833492734677,0.2383383349273467
systematic,2,2,8,4,1,50,10,15511.05573296547,2.8100598444334803,0.281005984443348
systematic,5,4,4,2,1,10,10,18554.72954106331,1.9245403064314124,0.1924540306431412
detailed,5,2,8,8,2,50,10,20293.434507608414,4.714906781333612,0.4714906781333612
detailed,5,8,8,2,2,10,10,48608.38496494293,3.891579515514629,0.3891579515514629
detailed,5,2,4,8,1,20,10,14066.63687300682,3.952756793830421,0.3952756793830421
detailed,6,8,2,2,1,10,10,42126.24867463112,2.841397105428958,0.2841397105428958
systematic,4,4,2,8,2,10,10,19106.724627256397,2.262029922278652,0.2262029922278652
systematic,2,8,8,2,2,50,10,72249.072858572,1.7836944695120514,0.1783694469512051
detailed,1,4,2,4,2,20,10,21524.78204512596,2.930024608335182,0.2930024608335183
systematic,3,4,4,8,2,50,10,19351.43067598343,2.262888561051654,0.2262888561051654
detailed,5,8,4,2,2,20,10,49154.17392230034,2.9397738208947914,0.2939773820894791
systematic,3,8,8,2,2,10,10,35398.62467074394,2.487277362102516,0.2487277362102516
systematic,5,8,4,4,1,50,10,31605.577093601227,1.8032103268052628,0.1803210326805263
systematic,3,4,4,8,1,20,10,21090.72082185745,2.4695594689089013,0.2469559468908901
systematic,3,4,8,2,2,10,10,20872.3125333786,2.165503568271061,0.2165503568271061
systematic,2,2,8,2,2,50,10,21072.10777592659,2.339929917439487,0.2339929917439487
systematic,5,4,4,8,1,20,10,16855.279978513718,1.9945140587936656,0.1994514058793665
detailed,5,4,8,2,2,10,10,25638.664577245712,3.727044767416455,0.3727044767416455
detailed,4,4,2,4,2,10,10,23593.685911417007,3.366618450088003,0.3366618450088003
detailed,3,2,8,8,2,50,10,18176.262506246567,5.064934336043674,0.5064934336043674
cancer,1,8,4,2,2,50,10,6742.659817934036,16.796011035672063,1.6796011035672065
systematic,5,4,2,2,2,20,10,21169.265528917316,2.2201043297776666,0.2220104329777666
detailed,2,8,4,2,2,10,10,51383.59223937988,2.897113316335009,0.2897113316335009
detailed,6,4,4,4,2,20,10,23643.46301245689,3.356626046879877,0.3356626046879877
detailed,6,8,2,2,2,50,10,52265.43858218193,2.9343518837930804,0.293435188379308
systematic,2,4,8,8,2,20,10,21236.86395549774,2.7277081489965997,0.2727708148996599
systematic,4,8,2,2,1,50,10,37400.35801196098,1.4993284287272863,0.1499328428727286
cancer,1,8,8,4,1,10,10,9022.435461997986,19.636811645923235,1.963681164592324
cancer,2,8,2,4,1,20,10,7312.949687004089,13.209099919225894,1.3209099919225893
systematic,5,2,4,2,1,50,10,15810.718326330183,2.1249604578588803,0.212496045785888
systematic,4,4,4,4,1,10,10,19682.755036115646,2.1446987584350383,0.2144698758435038
detailed,2,8,2,2,1,20,10,39531.30052804947,2.8273838694466646,0.2827383869446664
detailed,3,8,2,2,2,10,10,24928.32085442543,2.7984570990493163,0.2798457099049316
systematic,4,4,2,2,1,20,10,27588.809610128403,1.9783723916713536,0.1978372391671353
systematic,2,2,8,4,1,20,10,13906.61874961853,2.4422035872853405,0.244220358728534
detailed,2,2,8,8,2,10,10,19406.0750579834,3.9851811564604462,0.3985181156460446
cancer,2,8,4,2,1,10,10,6746.675639152527,12.525154988707271,1.2525154988707272
cancer,2,4,2,4,2,10,10,3603.257699966431,13.829704613963289,1.3829704613963287
systematic,6,4,2,2,2,20,10,24204.35858631134,2.0478055130075106,0.204780551300751
systematic,3,8,4,4,1,20,10,28466.85673546791,1.7860386517907376,0.1786038651790737
systematic,1,8,8,8,2,10,10,40128.53622460365,2.126800600697591,0.2126800600697591
detailed,1,4,4,2,1,50,10,32643.67605686188,3.5099453133774543,0.3509945313377454
systematic,3,4,2,2,2,20,10,21692.28825116157,2.1568057752085075,0.2156805775208507
detailed,4,2,2,8,1,10,10,12113.6587369442,3.068559721402639,0.3068559721402639
cancer,2,2,2,8,1,20,10,2942.874230623245,13.02861356984215,1.3028613569842151
detailed,5,2,2,8,1,10,10,18419.990258216854,3.1077749651847264,0.3107774965184726
cancer,1,2,4,4,2,50,10,2426.603212594986,16.99865486142679,1.699865486142679
systematic,4,4,8,4,1,10,10,21343.138115167618,1.9113330014536176,0.1911333001453617
cancer,1,4,4,4,1,10,10,4304.725758314133,16.06503877644989,1.606503877644989
systematic,3,2,2,2,1,50,10,12072.400575876236,2.94156333517084,0.294156333517084
systematic,2,8,2,4,1,50,10,30441.327379226685,1.5567242351229504,0.155672423512295
detailed,4,8,4,2,2,50,10,39692.30693411827,3.137205456770841,0.3137205456770841
cancer,1,4,8,2,2,10,10,4214.050932884216,19.44961967520848,1.944961967520848
cancer,1,8,4,4,1,10,10,7433.89587688446,16.392779257929504,1.6392779257929504
detailed,1,2,2,4,2,10,10,18365.282242774963,2.9324150106701743,0.2932415010670174
detailed,1,4,4,2,1,20,10,28293.9111058712,3.028411316187268,0.3028411316187268
systematic,4,2,8,4,1,10,10,14380.738308906555,2.3182622790468024,0.2318262279046802
systematic,6,4,8,8,1,50,10,22761.045835733414,2.6335735458390435,0.2633573545839043
cancer,2,4,8,2,1,10,10,4968.3123087883,13.79638074585074,1.379638074585074
systematic,2,8,4,8,1,50,10,30204.42647957802,1.5504268340213472,0.1550426834021347
systematic,5,4,4,8,2,50,10,18133.97435188293,2.375900420211364,0.2375900420211364
systematic,5,2,4,4,1,20,10,14242.66084933281,2.1378994868856718,0.2137899486885671
detailed,6,2,2,8,1,50,10,17523.732419252396,4.160700905107136,0.4160700905107136
systematic,1,2,2,8,2,10,10,15868.15305876732,2.1590012802619998,0.2159001280261999
systematic,6,2,8,4,2,20,10,17580.187411546707,2.326539068556939,0.2326539068556939
systematic,4,8,8,2,2,10,10,43337.05246901512,2.13395689444061,0.213395689444061
detailed,2,2,4,2,2,50,10,22622.194385051727,3.16474356086534,0.3164743560865339
systematic,4,2,4,2,1,50,10,16806.392202854156,1.7971879769056942,0.1797187976905694
detailed,6,2,2,2,1,10,10,20802.42768168449,3.236790832689537,0.3236790832689536
detailed,1,4,4,4,2,20,10,23628.81669139862,3.2875483244613104,0.328754832446131
detailed,6,2,8,8,2,10,10,16965.21465730667,3.931651849456855,0.3931651849456855
systematic,3,4,4,4,1,50,10,18162.093513727188,3.224074645552924,0.3224074645552924
systematic,5,4,2,4,2,20,10,21097.86541223526,1.7765130890522431,0.1776513089052243
detailed,4,8,8,2,2,20,10,63803.97093033791,3.092781763276068,0.3092781763276068
detailed,6,4,8,2,2,20,10,36393.05478596687,3.56207704417283,0.356207704417283
systematic,5,2,4,8,2,10,10,14364.350561857224,2.4954327544310897,0.2495432754431089
cancer,2,8,4,2,2,20,10,7260.01261806488,12.229300876531964,1.2229300876531963
detailed,1,2,2,8,1,10,10,16484.25409078598,2.9476019235736284,0.2947601923573628
cancer,2,4,8,8,2,10,10,6674.036381483078,14.127059041962688,1.4127059041962686
detailed,5,2,8,2,2,20,10,24787.91514348984,3.3478673814754822,0.3347867381475482
systematic,6,8,8,4,2,20,10,47893.90108370781,2.0710160023943347,0.2071016002394334
detailed,2,2,4,2,2,10,10,18550.25756072998,2.8694978141546987,0.2869497814154699
detailed,5,2,8,2,2,10,10,20773.93795323372,3.123408036007754,0.3123408036007754
systematic,5,2,4,2,1,10,10,18517.05684971809,1.7941784239105063,0.1794178423910506
detailed,4,2,4,8,2,50,10,21529.87116599083,4.282449307485206,0.4282449307485206
detailed,4,2,2,2,2,20,10,14645.060760259628,3.4995182650516887,0.3499518265051689
systematic,2,4,8,8,2,50,10,20401.65849661827,2.8933660004893804,0.289336600048938
detailed,2,4,8,4,2,50,10,24100.977871418,3.848218612459,0.3848218612458999
cancer,1,4,2,8,1,50,10,3949.958947658539,16.824170485555843,1.6824170485555845
detailed,3,4,4,2,2,20,10,29903.90818285942,3.495511155542637,0.3495511155542637
systematic,3,2,8,8,2,20,10,14870.232013463974,2.934045557922196,0.2934045557922195
systematic,5,8,2,4,2,50,10,28154.58830738068,1.2314927872096233,0.1231492787209623
systematic,1,2,2,2,1,20,10,13277.487480640411,2.575096489990736,0.2575096489990736
systematic,4,4,2,8,1,10,10,19285.268323898315,1.8450026917595808,0.184500269175958
systematic,3,2,4,4,2,20,10,13742.33384346962,2.65388673980375,0.2653886739803749
systematic,1,2,4,2,1,50,10,12728.132814407349,2.484663273748582,0.2484663273748582
systematic,2,2,4,2,1,10,10,15519.758216381071,1.531669779537847,0.1531669779537847
detailed,5,2,2,2,2,50,10,18338.15718984604,3.074783285037863,0.3074783285037863
detailed,1,2,2,4,1,50,10,22112.29022717476,3.2941182254361263,0.3294118225436126
detailed,6,4,8,2,1,10,10,34071.25886511803,3.478692809994028,0.3478692809994028
systematic,2,8,4,2,1,50,10,46727.85166049004,1.77891987944734,0.177891987944734
detailed,1,2,8,4,2,50,10,18600.867879867557,4.564328706606359,0.4564328706606358
systematic,1,2,2,8,1,20,10,15410.346571207048,2.3132688724106902,0.231326887241069
systematic,6,8,2,2,2,50,10,67166.55827903748,1.2181419512567162,0.1218141951256716
detailed,3,8,2,2,1,20,10,31263.300571918488,2.932860780685936,0.2932860780685936
systematic,1,2,2,4,2,50,10,15252.548629045486,1.9165226031322569,0.1916522603132257
systematic,1,4,2,4,1,10,10,11153.63064146042,1.8860118648359256,0.1886011864835926
detailed,3,2,2,2,1,10,10,20861.17164993286,3.55752041344064,0.3557520413440639
detailed,4,4,2,4,2,50,10,24232.87314605713,3.3876483298364786,0.3387648329836478
detailed,2,4,2,4,1,50,10,23922.448868513107,3.1308460972128804,0.313084609721288
detailed,6,2,4,8,1,50,10,14734.21265888214,4.288104675040834,0.4288104675040833
systematic,6,8,8,4,1,10,10,34163.47845387459,2.0913375966008725,0.2091337596600872
detailed,1,2,4,8,2,50,10,15009.387965679169,4.437489610206936,0.4437489610206936
systematic,5,4,2,4,1,50,10,23333.471935272217,2.068810849520017,0.2068810849520017
systematic,5,8,4,2,1,20,10,33773.16903877258,1.31148646812965,0.1311486468129649
cancer,1,8,4,2,2,20,10,7416.153842687607,16.94656431861114,1.694656431861114
systematic,5,4,8,8,2,20,10,22537.77428150177,2.5334558501871705,0.253345585018717
detailed,3,4,8,2,1,50,10,33187.1579105854,3.979702230124434,0.3979702230124434
detailed,4,4,4,2,2,10,10,21889.0097925663,3.2954697455208857,0.3295469745520886
systematic,6,8,4,4,2,50,10,40456.3274140358,1.3458305467937524,0.1345830546793752
detailed,2,4,4,2,1,50,10,26052.710743188854,3.4471096412636477,0.3447109641263647
detailed,4,4,2,4,2,20,10,23336.32214570045,3.628434930882243,0.3628434930882243
systematic,4,8,2,2,2,10,10,26138.96926188469,1.1663433250606374,0.1166343325060637
cancer,2,4,4,8,2,10,10,4225.945852518082,13.472312001781276,1.3472312001781277
detailed,1,2,4,8,2,10,10,15134.458640813828,3.67818954119244,0.367818954119244
detailed,5,8,8,2,1,10,10,48632.138760089874,3.683318618340934,0.3683318618340934
systematic,4,8,2,4,1,20,10,30729.310225963596,1.3235395864957584,0.1323539586495758
detailed,2,2,4,8,2,10,10,16976.2599337101,3.4961032397690106,0.349610323976901
detailed,5,8,2,2,1,20,10,43594.19784212112,2.8481552516858706,0.284815525168587
