dataset,test_fold,n_conv_layers,n_filters,kernel_size,n_dense_layers,n_neurons
systematic,6,4,2,2,2,50
systematic,6,4,2,4,1,10
systematic,6,4,2,4,1,20
systematic,6,4,2,4,1,50
systematic,6,4,2,4,2,10
systematic,6,4,2,4,2,20
systematic,6,4,2,4,2,50
systematic,6,4,2,8,1,10
systematic,6,4,2,8,1,20
systematic,6,4,2,8,1,50
systematic,6,4,2,8,2,10
systematic,6,4,2,8,2,20
systematic,6,4,2,8,2,50
systematic,6,4,4,2,1,10
systematic,6,4,4,2,1,20
systematic,6,4,4,2,1,50
systematic,6,4,4,2,2,10
systematic,6,4,4,2,2,20
systematic,6,4,4,2,2,50
systematic,6,4,4,4,1,10
systematic,6,4,4,4,1,20
systematic,6,4,4,4,1,50
systematic,6,4,4,4,2,10
systematic,6,4,4,4,2,20
systematic,6,4,4,4,2,50
systematic,6,4,4,8,1,10
systematic,6,4,4,8,1,20
systematic,6,4,4,8,1,50
systematic,6,4,4,8,2,10
systematic,6,4,4,8,2,20
systematic,6,4,4,8,2,50
systematic,6,4,8,2,1,10
systematic,6,4,8,2,1,20
systematic,6,4,8,2,1,50
systematic,6,4,8,2,2,10
systematic,6,4,8,2,2,20
systematic,6,4,8,2,2,50
systematic,6,4,8,4,1,10
systematic,6,4,8,4,1,20
systematic,6,4,8,4,1,50
systematic,6,4,8,4,2,10
systematic,6,4,8,4,2,20
systematic,6,4,8,4,2,50
systematic,6,4,8,8,1,10
systematic,6,4,8,8,1,20
systematic,6,4,8,8,1,50
systematic,6,4,8,8,2,10
systematic,6,4,8,8,2,20
systematic,6,4,8,8,2,50
systematic,6,8,2,2,1,10
systematic,6,8,2,2,1,20
systematic,6,8,2,2,1,50
systematic,6,8,2,2,2,10
systematic,6,8,2,2,2,20
systematic,6,8,2,2,2,50
systematic,6,8,2,4,1,10
systematic,6,8,2,4,1,20
systematic,6,8,2,4,1,50
systematic,6,8,2,4,2,10
systematic,6,8,2,4,2,20
systematic,6,8,2,4,2,50
systematic,6,8,2,8,1,10
systematic,6,8,2,8,1,20
systematic,6,8,2,8,1,50
systematic,6,8,2,8,2,10
systematic,6,8,2,8,2,20
systematic,6,8,2,8,2,50
systematic,6,8,4,2,1,10
systematic,6,8,4,2,1,20
systematic,6,8,4,2,1,50
systematic,6,8,4,2,2,10
systematic,6,8,4,2,2,20
systematic,6,8,4,2,2,50
systematic,6,8,4,4,1,10
systematic,6,8,4,4,1,20
systematic,6,8,4,4,1,50
systematic,6,8,4,4,2,10
systematic,6,8,4,4,2,20
systematic,6,8,4,4,2,50
systematic,6,8,4,8,1,10
systematic,6,8,4,8,1,20
systematic,6,8,4,8,1,50
systematic,6,8,4,8,2,10
systematic,6,8,4,8,2,20
systematic,6,8,4,8,2,50
systematic,6,8,8,2,1,10
systematic,6,8,8,2,1,20
systematic,6,8,8,2,1,50
systematic,6,8,8,2,2,10
systematic,6,8,8,2,2,20
systematic,6,8,8,2,2,50
systematic,6,8,8,4,1,10
systematic,6,8,8,4,1,20
systematic,6,8,8,4,1,50
systematic,6,8,8,4,2,10
systematic,6,8,8,4,2,20
systematic,6,8,8,4,2,50
systematic,6,8,8,8,1,10
systematic,6,8,8,8,1,20
systematic,6,8,8,8,1,50
systematic,6,8,8,8,2,10
systematic,6,8,8,8,2,20
systematic,6,8,8,8,2,50
cancer,1,2,2,2,1,10
cancer,1,2,2,2,1,20
cancer,1,2,2,2,1,50
cancer,1,2,2,2,2,10
cancer,1,2,2,2,2,20
cancer,1,2,2,2,2,50
cancer,1,2,2,4,1,10
cancer,1,2,2,4,1,20
cancer,1,2,2,4,1,50
cancer,1,2,2,4,2,10
cancer,1,2,2,4,2,20
cancer,1,2,2,4,2,50
cancer,1,2,2,8,1,10
cancer,1,2,2,8,1,20
cancer,1,2,2,8,1,50
cancer,1,2,2,8,2,10
cancer,1,2,2,8,2,20
cancer,1,2,2,8,2,50
cancer,1,2,4,2,1,10
cancer,1,2,4,2,1,20
cancer,1,2,4,2,1,50
cancer,1,2,4,2,2,10
cancer,1,2,4,2,2,20
cancer,1,2,4,2,2,50
cancer,1,2,4,4,1,10
cancer,1,2,4,4,1,20
cancer,1,2,4,4,1,50
cancer,1,2,4,4,2,10
cancer,1,2,4,4,2,20
cancer,1,2,4,4,2,50
cancer,1,2,4,8,1,10
cancer,1,2,4,8,1,20
cancer,1,2,4,8,1,50
cancer,1,2,4,8,2,10
cancer,1,2,4,8,2,20
cancer,1,2,4,8,2,50
cancer,1,2,8,2,1,10
cancer,1,2,8,2,1,20
cancer,1,2,8,2,1,50
cancer,1,2,8,2,2,10
cancer,1,2,8,2,2,20
cancer,1,2,8,2,2,50
cancer,1,2,8,4,1,10
cancer,1,2,8,4,1,20
cancer,1,2,8,4,1,50
cancer,1,2,8,4,2,10
cancer,1,2,8,4,2,20
cancer,1,2,8,4,2,50
cancer,1,2,8,8,1,10
cancer,1,2,8,8,1,20
cancer,1,2,8,8,1,50
cancer,1,2,8,8,2,10
cancer,1,2,8,8,2,20
cancer,1,2,8,8,2,50
cancer,1,4,2,2,1,10
cancer,1,4,2,2,1,20
cancer,1,4,2,2,1,50
cancer,1,4,2,2,2,10
cancer,1,4,2,2,2,20
cancer,1,4,2,2,2,50
cancer,1,4,2,4,1,10
cancer,1,4,2,4,1,20
cancer,1,4,2,4,1,50
cancer,1,4,2,4,2,10
cancer,1,4,2,4,2,20
cancer,1,4,2,4,2,50
cancer,1,4,2,8,1,10
cancer,1,4,2,8,1,20
cancer,1,4,2,8,1,50
cancer,1,4,2,8,2,10
cancer,1,4,2,8,2,20
cancer,1,4,2,8,2,50
cancer,1,4,4,2,1,10
cancer,1,4,4,2,1,20
cancer,1,4,4,2,1,50
cancer,1,4,4,2,2,10
cancer,1,4,4,2,2,20
cancer,1,4,4,2,2,50
cancer,1,4,4,4,1,10
cancer,1,4,4,4,1,20
cancer,1,4,4,4,1,50
cancer,1,4,4,4,2,10
cancer,1,4,4,4,2,20
cancer,1,4,4,4,2,50
cancer,1,4,4,8,1,10
cancer,1,4,4,8,1,20
cancer,1,4,4,8,1,50
cancer,1,4,4,8,2,10
cancer,1,4,4,8,2,20
cancer,1,4,4,8,2,50
cancer,1,4,8,2,1,10
cancer,1,4,8,2,1,20
cancer,1,4,8,2,1,50
cancer,1,4,8,2,2,10
cancer,1,4,8,2,2,20
cancer,1,4,8,2,2,50
cancer,1,4,8,4,1,10
cancer,1,4,8,4,1,20
cancer,1,4,8,4,1,50
cancer,1,4,8,4,2,10
cancer,1,4,8,4,2,20
cancer,1,4,8,4,2,50
cancer,1,4,8,8,1,10
cancer,1,4,8,8,1,20
cancer,1,4,8,8,1,50
cancer,1,4,8,8,2,10
cancer,1,4,8,8,2,20
cancer,1,4,8,8,2,50
cancer,1,8,2,2,1,10
cancer,1,8,2,2,1,20
cancer,1,8,2,2,1,50
cancer,1,8,2,2,2,10
cancer,1,8,2,2,2,20
cancer,1,8,2,2,2,50
cancer,1,8,2,4,1,10
cancer,1,8,2,4,1,20
cancer,1,8,2,4,1,50
cancer,1,8,2,4,2,10
cancer,1,8,2,4,2,20
cancer,1,8,2,4,2,50
cancer,1,8,2,8,1,10
cancer,1,8,2,8,1,20
cancer,1,8,2,8,1,50
cancer,1,8,2,8,2,10
cancer,1,8,2,8,2,20
cancer,1,8,2,8,2,50
cancer,1,8,4,2,1,10
cancer,1,8,4,2,1,20
cancer,1,8,4,2,1,50
cancer,1,8,4,2,2,10
cancer,1,8,4,2,2,20
cancer,1,8,4,2,2,50
cancer,1,8,4,4,1,10
cancer,1,8,4,4,1,20
cancer,1,8,4,4,1,50
cancer,1,8,4,4,2,10
cancer,1,8,4,4,2,20
cancer,1,8,4,4,2,50
cancer,1,8,4,8,1,10
cancer,1,8,4,8,1,20
cancer,1,8,4,8,1,50
cancer,1,8,4,8,2,10
cancer,1,8,4,8,2,20
cancer,1,8,4,8,2,50
cancer,1,8,8,2,1,10
cancer,1,8,8,2,1,20
cancer,1,8,8,2,1,50
cancer,1,8,8,2,2,10
cancer,1,8,8,2,2,20
cancer,1,8,8,2,2,50
cancer,1,8,8,4,1,10
cancer,1,8,8,4,1,20
cancer,1,8,8,4,1,50
cancer,1,8,8,4,2,10
cancer,1,8,8,4,2,20
cancer,1,8,8,4,2,50
cancer,1,8,8,8,1,10
cancer,1,8,8,8,1,20
cancer,1,8,8,8,1,50
cancer,1,8,8,8,2,10
cancer,1,8,8,8,2,20
cancer,1,8,8,8,2,50
cancer,2,2,2,2,1,10
cancer,2,2,2,2,1,20
cancer,2,2,2,2,1,50
cancer,2,2,2,2,2,10
cancer,2,2,2,2,2,20
cancer,2,2,2,2,2,50
cancer,2,2,2,4,1,10
cancer,2,2,2,4,1,20
cancer,2,2,2,4,1,50
cancer,2,2,2,4,2,10
cancer,2,2,2,4,2,20
cancer,2,2,2,4,2,50
cancer,2,2,2,8,1,10
cancer,2,2,2,8,1,20
cancer,2,2,2,8,1,50
cancer,2,2,2,8,2,10
cancer,2,2,2,8,2,20
cancer,2,2,2,8,2,50
cancer,2,2,4,2,1,10
cancer,2,2,4,2,1,20
cancer,2,2,4,2,1,50
cancer,2,2,4,2,2,10
cancer,2,2,4,2,2,20
cancer,2,2,4,2,2,50
cancer,2,2,4,4,1,10
cancer,2,2,4,4,1,20
cancer,2,2,4,4,1,50
cancer,2,2,4,4,2,10
cancer,2,2,4,4,2,20
cancer,2,2,4,4,2,50
cancer,2,2,4,8,1,10
cancer,2,2,4,8,1,20
cancer,2,2,4,8,1,50
cancer,2,2,4,8,2,10
cancer,2,2,4,8,2,20
cancer,2,2,4,8,2,50
cancer,2,2,8,2,1,10
cancer,2,2,8,2,1,20
cancer,2,2,8,2,1,50
cancer,2,2,8,2,2,10
cancer,2,2,8,2,2,20
cancer,2,2,8,2,2,50
cancer,2,2,8,4,1,10
cancer,2,2,8,4,1,20
cancer,2,2,8,4,1,50
cancer,2,2,8,4,2,10
cancer,2,2,8,4,2,20
cancer,2,2,8,4,2,50
cancer,2,2,8,8,1,10
cancer,2,2,8,8,1,20
cancer,2,2,8,8,1,50
cancer,2,2,8,8,2,10
cancer,2,2,8,8,2,20
cancer,2,2,8,8,2,50
cancer,2,4,2,2,1,10
cancer,2,4,2,2,1,20
cancer,2,4,2,2,1,50
cancer,2,4,2,2,2,10
cancer,2,4,2,2,2,20
cancer,2,4,2,2,2,50
cancer,2,4,2,4,1,10
cancer,2,4,2,4,1,20
cancer,2,4,2,4,1,50
cancer,2,4,2,4,2,10
cancer,2,4,2,4,2,20
cancer,2,4,2,4,2,50
cancer,2,4,2,8,1,10
cancer,2,4,2,8,1,20
cancer,2,4,2,8,1,50
cancer,2,4,2,8,2,10
cancer,2,4,2,8,2,20
cancer,2,4,2,8,2,50
cancer,2,4,4,2,1,10
cancer,2,4,4,2,1,20
cancer,2,4,4,2,1,50
cancer,2,4,4,2,2,10
cancer,2,4,4,2,2,20
cancer,2,4,4,2,2,50
cancer,2,4,4,4,1,10
cancer,2,4,4,4,1,20
cancer,2,4,4,4,1,50
cancer,2,4,4,4,2,10
cancer,2,4,4,4,2,20
cancer,2,4,4,4,2,50
cancer,2,4,4,8,1,10
cancer,2,4,4,8,1,20
cancer,2,4,4,8,1,50
cancer,2,4,4,8,2,10
cancer,2,4,4,8,2,20
cancer,2,4,4,8,2,50
cancer,2,4,8,2,1,10
cancer,2,4,8,2,1,20
cancer,2,4,8,2,1,50
cancer,2,4,8,2,2,10
cancer,2,4,8,2,2,20
cancer,2,4,8,2,2,50
cancer,2,4,8,4,1,10
cancer,2,4,8,4,1,20
cancer,2,4,8,4,1,50
cancer,2,4,8,4,2,10
cancer,2,4,8,4,2,20
cancer,2,4,8,4,2,50
cancer,2,4,8,8,1,10
cancer,2,4,8,8,1,20
cancer,2,4,8,8,1,50
cancer,2,4,8,8,2,10
cancer,2,4,8,8,2,20
cancer,2,4,8,8,2,50
cancer,2,8,2,2,1,10
cancer,2,8,2,2,1,20
cancer,2,8,2,2,1,50
cancer,2,8,2,2,2,10
cancer,2,8,2,2,2,20
cancer,2,8,2,2,2,50
cancer,2,8,2,4,1,10
cancer,2,8,2,4,1,20
cancer,2,8,2,4,1,50
cancer,2,8,2,4,2,10
cancer,2,8,2,4,2,20
cancer,2,8,2,4,2,50
cancer,2,8,2,8,1,10
cancer,2,8,2,8,1,20
cancer,2,8,2,8,1,50
cancer,2,8,2,8,2,10
cancer,2,8,2,8,2,20
cancer,2,8,2,8,2,50
cancer,2,8,4,2,1,10
cancer,2,8,4,2,1,20
cancer,2,8,4,2,1,50
cancer,2,8,4,2,2,10
cancer,2,8,4,2,2,20
cancer,2,8,4,2,2,50
cancer,2,8,4,4,1,10
cancer,2,8,4,4,1,20
cancer,2,8,4,4,1,50
cancer,2,8,4,4,2,10
cancer,2,8,4,4,2,20
cancer,2,8,4,4,2,50
cancer,2,8,4,8,1,10
cancer,2,8,4,8,1,20
cancer,2,8,4,8,1,50
cancer,2,8,4,8,2,10
cancer,2,8,4,8,2,20
cancer,2,8,4,8,2,50
cancer,2,8,8,2,1,10
cancer,2,8,8,2,1,20
cancer,2,8,8,2,1,50
cancer,2,8,8,2,2,10
cancer,2,8,8,2,2,20
cancer,2,8,8,2,2,50
cancer,2,8,8,4,1,10
cancer,2,8,8,4,1,20
cancer,2,8,8,4,1,50
cancer,2,8,8,4,2,10
cancer,2,8,8,4,2,20
cancer,2,8,8,4,2,50
cancer,2,8,8,8,1,10
cancer,2,8,8,8,1,20
cancer,2,8,8,8,1,50
cancer,2,8,8,8,2,10
cancer,2,8,8,8,2,20
cancer,2,8,8,8,2,50
detailed,1,2,2,2,1,10
detailed,1,2,2,2,1,20
detailed,1,2,2,2,1,50
detailed,1,2,2,2,2,10
detailed,1,2,2,2,2,20
detailed,1,2,2,2,2,50
detailed,1,2,2,4,1,10
detailed,1,2,2,4,1,20
detailed,1,2,2,4,1,50
detailed,1,2,2,4,2,10
detailed,1,2,2,4,2,20
detailed,1,2,2,4,2,50
detailed,1,2,2,8,1,10
detailed,1,2,2,8,1,20
detailed,1,2,2,8,1,50
detailed,1,2,2,8,2,10
detailed,1,2,2,8,2,20
detailed,1,2,2,8,2,50
detailed,1,2,4,2,1,10
detailed,1,2,4,2,1,20
detailed,1,2,4,2,1,50
detailed,1,2,4,2,2,10
detailed,1,2,4,2,2,20
detailed,1,2,4,2,2,50
detailed,1,2,4,4,1,10
detailed,1,2,4,4,1,20
detailed,1,2,4,4,1,50
detailed,1,2,4,4,2,10
detailed,1,2,4,4,2,20
detailed,1,2,4,4,2,50
detailed,1,2,4,8,1,10
detailed,1,2,4,8,1,20
detailed,1,2,4,8,1,50
detailed,1,2,4,8,2,10
detailed,1,2,4,8,2,20
detailed,1,2,4,8,2,50
detailed,1,2,8,2,1,10
detailed,1,2,8,2,1,20
detailed,1,2,8,2,1,50
detailed,1,2,8,2,2,10
detailed,1,2,8,2,2,20
detailed,1,2,8,2,2,50
detailed,1,2,8,4,1,10
detailed,1,2,8,4,1,20
detailed,1,2,8,4,1,50
detailed,1,2,8,4,2,10
detailed,1,2,8,4,2,20
detailed,1,2,8,4,2,50
detailed,1,2,8,8,1,10
detailed,1,2,8,8,1,20
detailed,1,2,8,8,1,50
detailed,1,2,8,8,2,10
detailed,1,2,8,8,2,20
detailed,1,2,8,8,2,50
detailed,1,4,2,2,1,10
detailed,1,4,2,2,1,20
detailed,1,4,2,2,1,50
detailed,1,4,2,2,2,10
detailed,1,4,2,2,2,20
detailed,1,4,2,2,2,50
detailed,1,4,2,4,1,10
detailed,1,4,2,4,1,20
detailed,1,4,2,4,1,50
detailed,1,4,2,4,2,10
detailed,1,4,2,4,2,20
detailed,1,4,2,4,2,50
detailed,1,4,2,8,1,10
detailed,1,4,2,8,1,20
detailed,1,4,2,8,1,50
detailed,1,4,2,8,2,10
detailed,1,4,2,8,2,20
detailed,1,4,2,8,2,50
detailed,1,4,4,2,1,10
detailed,1,4,4,2,1,20
detailed,1,4,4,2,1,50
detailed,1,4,4,2,2,10
detailed,1,4,4,2,2,20
detailed,1,4,4,2,2,50
detailed,1,4,4,4,1,10
detailed,1,4,4,4,1,20
detailed,1,4,4,4,1,50
detailed,1,4,4,4,2,10
detailed,1,4,4,4,2,20
detailed,1,4,4,4,2,50
detailed,1,4,4,8,1,10
detailed,1,4,4,8,1,20
detailed,1,4,4,8,1,50
detailed,1,4,4,8,2,10
detailed,1,4,4,8,2,20
detailed,1,4,4,8,2,50
detailed,1,4,8,2,1,10
detailed,1,4,8,2,1,20
detailed,1,4,8,2,1,50
detailed,1,4,8,2,2,10
detailed,1,4,8,2,2,20
detailed,1,4,8,2,2,50
detailed,1,4,8,4,1,10
detailed,1,4,8,4,1,20
detailed,1,4,8,4,1,50
detailed,1,4,8,4,2,10
detailed,1,4,8,4,2,20
detailed,1,4,8,4,2,50
detailed,1,4,8,8,1,10
detailed,1,4,8,8,1,20
detailed,1,4,8,8,1,50
detailed,1,4,8,8,2,10
detailed,1,4,8,8,2,20
detailed,1,4,8,8,2,50
detailed,1,8,2,2,1,10
detailed,1,8,2,2,1,20
detailed,1,8,2,2,1,50
detailed,1,8,2,2,2,10
detailed,1,8,2,2,2,20
detailed,1,8,2,2,2,50
detailed,1,8,2,4,1,10
detailed,1,8,2,4,1,20
detailed,1,8,2,4,1,50
detailed,1,8,2,4,2,10
detailed,1,8,2,4,2,20
detailed,1,8,2,4,2,50
detailed,1,8,2,8,1,10
detailed,1,8,2,8,1,20
detailed,1,8,2,8,1,50
detailed,1,8,2,8,2,10
detailed,1,8,2,8,2,20
detailed,1,8,2,8,2,50
detailed,1,8,4,2,1,10
detailed,1,8,4,2,1,20
detailed,1,8,4,2,1,50
detailed,1,8,4,2,2,10
detailed,1,8,4,2,2,20
detailed,1,8,4,2,2,50
detailed,1,8,4,4,1,10
detailed,1,8,4,4,1,20
detailed,1,8,4,4,1,50
detailed,1,8,4,4,2,10
detailed,1,8,4,4,2,20
detailed,1,8,4,4,2,50
detailed,1,8,4,8,1,10
detailed,1,8,4,8,1,20
detailed,1,8,4,8,1,50
detailed,1,8,4,8,2,10
detailed,1,8,4,8,2,20
detailed,1,8,4,8,2,50
detailed,1,8,8,2,1,10
detailed,1,8,8,2,1,20
detailed,1,8,8,2,1,50
detailed,1,8,8,2,2,10
detailed,1,8,8,2,2,20
detailed,1,8,8,2,2,50
detailed,1,8,8,4,1,10
detailed,1,8,8,4,1,20
detailed,1,8,8,4,1,50
detailed,1,8,8,4,2,10
detailed,1,8,8,4,2,20
detailed,1,8,8,4,2,50
detailed,1,8,8,8,1,10
detailed,1,8,8,8,1,20
detailed,1,8,8,8,1,50
detailed,1,8,8,8,2,10
detailed,1,8,8,8,2,20
detailed,1,8,8,8,2,50
detailed,2,2,2,2,1,10
detailed,2,2,2,2,1,20
detailed,2,2,2,2,1,50
detailed,2,2,2,2,2,10
detailed,2,2,2,2,2,20
detailed,2,2,2,2,2,50
detailed,2,2,2,4,1,10
detailed,2,2,2,4,1,20
detailed,2,2,2,4,1,50
detailed,2,2,2,4,2,10
detailed,2,2,2,4,2,20
detailed,2,2,2,4,2,50
detailed,2,2,2,8,1,10
detailed,2,2,2,8,1,20
detailed,2,2,2,8,1,50
detailed,2,2,2,8,2,10
detailed,2,2,2,8,2,20
detailed,2,2,2,8,2,50
detailed,2,2,4,2,1,10
detailed,2,2,4,2,1,20
detailed,2,2,4,2,1,50
detailed,2,2,4,2,2,10
detailed,2,2,4,2,2,20
detailed,2,2,4,2,2,50
detailed,2,2,4,4,1,10
detailed,2,2,4,4,1,20
detailed,2,2,4,4,1,50
detailed,2,2,4,4,2,10
detailed,2,2,4,4,2,20
detailed,2,2,4,4,2,50
detailed,2,2,4,8,1,10
detailed,2,2,4,8,1,20
detailed,2,2,4,8,1,50
detailed,2,2,4,8,2,10
detailed,2,2,4,8,2,20
detailed,2,2,4,8,2,50
detailed,2,2,8,2,1,10
detailed,2,2,8,2,1,20
detailed,2,2,8,2,1,50
detailed,2,2,8,2,2,10
detailed,2,2,8,2,2,20
detailed,2,2,8,2,2,50
detailed,2,2,8,4,1,10
detailed,2,2,8,4,1,20
detailed,2,2,8,4,1,50
detailed,2,2,8,4,2,10
detailed,2,2,8,4,2,20
detailed,2,2,8,4,2,50
detailed,2,2,8,8,1,10
detailed,2,2,8,8,1,20
detailed,2,2,8,8,1,50
detailed,2,2,8,8,2,10
detailed,2,2,8,8,2,20
detailed,2,2,8,8,2,50
detailed,2,4,2,2,1,10
detailed,2,4,2,2,1,20
detailed,2,4,2,2,1,50
detailed,2,4,2,2,2,10
detailed,2,4,2,2,2,20
detailed,2,4,2,2,2,50
detailed,2,4,2,4,1,10
detailed,2,4,2,4,1,20
detailed,2,4,2,4,1,50
detailed,2,4,2,4,2,10
detailed,2,4,2,4,2,20
detailed,2,4,2,4,2,50
detailed,2,4,2,8,1,10
detailed,2,4,2,8,1,20
detailed,2,4,2,8,1,50
detailed,2,4,2,8,2,10
detailed,2,4,2,8,2,20
detailed,2,4,2,8,2,50
detailed,2,4,4,2,1,10
detailed,2,4,4,2,1,20
detailed,2,4,4,2,1,50
detailed,2,4,4,2,2,10
detailed,2,4,4,2,2,20
detailed,2,4,4,2,2,50
detailed,2,4,4,4,1,10
detailed,2,4,4,4,1,20
detailed,2,4,4,4,1,50
detailed,2,4,4,4,2,10
detailed,2,4,4,4,2,20
detailed,2,4,4,4,2,50
detailed,2,4,4,8,1,10
detailed,2,4,4,8,1,20
detailed,2,4,4,8,1,50
detailed,2,4,4,8,2,10
detailed,2,4,4,8,2,20
detailed,2,4,4,8,2,50
detailed,2,4,8,2,1,10
detailed,2,4,8,2,1,20
detailed,2,4,8,2,1,50
detailed,2,4,8,2,2,10
detailed,2,4,8,2,2,20
detailed,2,4,8,2,2,50
detailed,2,4,8,4,1,10
detailed,2,4,8,4,1,20
detailed,2,4,8,4,1,50
detailed,2,4,8,4,2,10
detailed,2,4,8,4,2,20
detailed,2,4,8,4,2,50
detailed,2,4,8,8,1,10
detailed,2,4,8,8,1,20
detailed,2,4,8,8,1,50
detailed,2,4,8,8,2,10
detailed,2,4,8,8,2,20
detailed,2,4,8,8,2,50
detailed,2,8,2,2,1,10
detailed,2,8,2,2,1,20
detailed,2,8,2,2,1,50
detailed,2,8,2,2,2,10
detailed,2,8,2,2,2,20
detailed,2,8,2,2,2,50
detailed,2,8,2,4,1,10
detailed,2,8,2,4,1,20
detailed,2,8,2,4,1,50
detailed,2,8,2,4,2,10
detailed,2,8,2,4,2,20
detailed,2,8,2,4,2,50
detailed,2,8,2,8,1,10
detailed,2,8,2,8,1,20
detailed,2,8,2,8,1,50
detailed,2,8,2,8,2,10
detailed,2,8,2,8,2,20
detailed,2,8,2,8,2,50
detailed,2,8,4,2,1,10
detailed,2,8,4,2,1,20
detailed,2,8,4,2,1,50
detailed,2,8,4,2,2,10
detailed,2,8,4,2,2,20
detailed,2,8,4,2,2,50
detailed,2,8,4,4,1,10
detailed,2,8,4,4,1,20
detailed,2,8,4,4,1,50
detailed,2,8,4,4,2,10
detailed,2,8,4,4,2,20
detailed,2,8,4,4,2,50
detailed,2,8,4,8,1,10
detailed,2,8,4,8,1,20
detailed,2,8,4,8,1,50
detailed,2,8,4,8,2,10
detailed,2,8,4,8,2,20
detailed,2,8,4,8,2,50
detailed,2,8,8,2,1,10
detailed,2,8,8,2,1,20
detailed,2,8,8,2,1,50
detailed,2,8,8,2,2,10
detailed,2,8,8,2,2,20
detailed,2,8,8,2,2,50
detailed,2,8,8,4,1,10
detailed,2,8,8,4,1,20
detailed,2,8,8,4,1,50
detailed,2,8,8,4,2,10
detailed,2,8,8,4,2,20
detailed,2,8,8,4,2,50
detailed,2,8,8,8,1,10
detailed,2,8,8,8,1,20
detailed,2,8,8,8,1,50
detailed,2,8,8,8,2,10
detailed,2,8,8,8,2,20
detailed,2,8,8,8,2,50
detailed,3,2,2,2,1,10
detailed,3,2,2,2,1,20
detailed,3,2,2,2,1,50
detailed,3,2,2,2,2,10
detailed,3,2,2,2,2,20
detailed,3,2,2,2,2,50
detailed,3,2,2,4,1,10
detailed,3,2,2,4,1,20
detailed,3,2,2,4,1,50
detailed,3,2,2,4,2,10
detailed,3,2,2,4,2,20
detailed,3,2,2,4,2,50
detailed,3,2,2,8,1,10
detailed,3,2,2,8,1,20
detailed,3,2,2,8,1,50
detailed,3,2,2,8,2,10
detailed,3,2,2,8,2,20
detailed,3,2,2,8,2,50
detailed,3,2,4,2,1,10
detailed,3,2,4,2,1,20
detailed,3,2,4,2,1,50
detailed,3,2,4,2,2,10
detailed,3,2,4,2,2,20
detailed,3,2,4,2,2,50
detailed,3,2,4,4,1,10
detailed,3,2,4,4,1,20
detailed,3,2,4,4,1,50
detailed,3,2,4,4,2,10
detailed,3,2,4,4,2,20
detailed,3,2,4,4,2,50
detailed,3,2,4,8,1,10
detailed,3,2,4,8,1,20
detailed,3,2,4,8,1,50
detailed,3,2,4,8,2,10
detailed,3,2,4,8,2,20
detailed,3,2,4,8,2,50
detailed,3,2,8,2,1,10
detailed,3,2,8,2,1,20
detailed,3,2,8,2,1,50
detailed,3,2,8,2,2,10
detailed,3,2,8,2,2,20
detailed,3,2,8,2,2,50
detailed,3,2,8,4,1,10
detailed,3,2,8,4,1,20
detailed,3,2,8,4,1,50
detailed,3,2,8,4,2,10
detailed,3,2,8,4,2,20
detailed,3,2,8,4,2,50
detailed,3,2,8,8,1,10
detailed,3,2,8,8,1,20
detailed,3,2,8,8,1,50
detailed,3,2,8,8,2,10
detailed,3,2,8,8,2,20
detailed,3,2,8,8,2,50
detailed,3,4,2,2,1,10
detailed,3,4,2,2,1,20
detailed,3,4,2,2,1,50
detailed,3,4,2,2,2,10
detailed,3,4,2,2,2,20
detailed,3,4,2,2,2,50
detailed,3,4,2,4,1,10
detailed,3,4,2,4,1,20
detailed,3,4,2,4,1,50
detailed,3,4,2,4,2,10
detailed,3,4,2,4,2,20
detailed,3,4,2,4,2,50
detailed,3,4,2,8,1,10
detailed,3,4,2,8,1,20
detailed,3,4,2,8,1,50
detailed,3,4,2,8,2,10
detailed,3,4,2,8,2,20
detailed,3,4,2,8,2,50
detailed,3,4,4,2,1,10
detailed,3,4,4,2,1,20
detailed,3,4,4,2,1,50
detailed,3,4,4,2,2,10
detailed,3,4,4,2,2,20
detailed,3,4,4,2,2,50
detailed,3,4,4,4,1,10
detailed,3,4,4,4,1,20
detailed,3,4,4,4,1,50
detailed,3,4,4,4,2,10
detailed,3,4,4,4,2,20
detailed,3,4,4,4,2,50
detailed,3,4,4,8,1,10
detailed,3,4,4,8,1,20
detailed,3,4,4,8,1,50
detailed,3,4,4,8,2,10
detailed,3,4,4,8,2,20
detailed,3,4,4,8,2,50
detailed,3,4,8,2,1,10
detailed,3,4,8,2,1,20
detailed,3,4,8,2,1,50
detailed,3,4,8,2,2,10
detailed,3,4,8,2,2,20
detailed,3,4,8,2,2,50
detailed,3,4,8,4,1,10
detailed,3,4,8,4,1,20
detailed,3,4,8,4,1,50
detailed,3,4,8,4,2,10
detailed,3,4,8,4,2,20
detailed,3,4,8,4,2,50
detailed,3,4,8,8,1,10
detailed,3,4,8,8,1,20
detailed,3,4,8,8,1,50
detailed,3,4,8,8,2,10
detailed,3,4,8,8,2,20
detailed,3,4,8,8,2,50
detailed,3,8,2,2,1,10
detailed,3,8,2,2,1,20
detailed,3,8,2,2,1,50
detailed,3,8,2,2,2,10
detailed,3,8,2,2,2,20
detailed,3,8,2,2,2,50
detailed,3,8,2,4,1,10
detailed,3,8,2,4,1,20
detailed,3,8,2,4,1,50
detailed,3,8,2,4,2,10
detailed,3,8,2,4,2,20
detailed,3,8,2,4,2,50
detailed,3,8,2,8,1,10
